"mu","sigma"
10.480022720687,0.715660734499854
9.01670855222877,0.427795593099947
10.26852149227,0.6696370345867
10.2836258889299,0.630667138390324
10.0230475062787,0.698504706798669
10.2003397847675,0.649101552123463
10.9919713283632,0.906903933711895
10.3146138801153,0.622758693860853
11.3190308624816,0.868196504082908
9.4606421341565,0.472598746538671
9.85919190094189,0.571684436886557
11.201165573455,0.707646569654642
9.54650469571396,0.551939572683584
9.44316520033635,0.45753790416368
10.7175964630941,0.81547320339847
10.0186208291973,0.622823928746085
9.43956195536906,0.51772476351742
10.3938051584752,0.682129713836304
9.75659410825349,0.536266910787568
10.0408212151826,0.554323847343428
8.70407521871657,0.375650054843651
9.99452499619741,0.617847706209078
8.94488175542473,0.429963683921066
9.74298658780896,0.594866757370394
9.0176638039351,0.454997544616269
9.67358008863577,0.604466693338738
12.0262137099541,1.05191742979152
9.39198654906821,0.441136347201902
9.52567302728609,0.483573305726708
10.8574252413258,0.782733450555596
8.77668536615028,0.366099567092262
12.2945087731814,0.97351091895227
10.9333880479463,0.835845616525835
11.0647813768136,0.778003001822444
9.15116372320054,0.437532507202075
10.9904452664826,0.77867993713735
10.1011216380303,0.58717886316964
10.2657016786297,0.70920340890249
9.78350767118318,0.617721369646003
10.791807793933,0.794688422287999
9.25403798346725,0.457873221871055
8.74752727155817,0.380157862405943
10.1595768986868,0.632978998589266
8.95558531191161,0.397569726362871
9.98070518030815,0.62187038140267
9.98685642837312,0.577591879308259
11.2326845751811,0.907996430928823
9.54842645154884,0.579335307919455
10.3837266491736,0.72434946734887
9.65444793579356,0.516479650114713
9.8884075660971,0.614348059971734
9.93066705374861,0.546553094216996
11.020903016184,0.857110942957538
8.99115124501861,0.465759519201692
9.45214666580907,0.493828501595359
11.0954017596778,0.829654055823144
9.88369463465043,0.580600596763709
11.0980253101882,0.83788213890283
10.5140298913696,0.748586846686753
9.55378688756881,0.517250978602316
9.14706545944393,0.434430460940032
10.0433587409966,0.651168424472445
9.56510133563181,0.519622976938196
11.120126483557,0.798312289531379
10.1919071119918,0.656546517935648
10.3068393408331,0.717157806663313
9.50065185635503,0.495744028022343
10.3814156869632,0.688440382941863
10.1004180554799,0.517578550273948
11.1717485102932,0.845678767325239
10.3915108399607,0.55643011908693
9.72576356383318,0.663040161181649
10.1898755740123,0.615405766835685
10.0134005164947,0.586425673060803
11.437962102785,0.796736059050724
11.1124971426568,0.792609176042965
9.74955967019787,0.596003274247578
9.44011368841107,0.554868972500343
